DOTS_AND_ZEROS	COMMAS_AND_ZEROS	DOTS	COMMAS	GRASSMANN	BOOK_INDEX	HYMN_INDEX	STANZA_INDEX
07.039.03	07,039,03	7.39.3	7,39,3	555,3	6	554	5506
07.039.04	07,039,04	7.39.4	7,39,4	555,4	6	554	5507
07.039.05	07,039,05	7.39.5	7,39,5	555,5	6	554	5508
07.039.06	07,039,06	7.39.6	7,39,6	555,6	6	554	5509
07.039.07	07,039,07	7.39.7	7,39,7	555,7	6	554	5510
07.040.01	07,040,01	7.40.1	7,40,1	556,1	6	555	5511
07.040.02	07,040,02	7.40.2	7,40,2	556,2	6	555	5512
07.040.03	07,040,03	7.40.3	7,40,3	556,3	6	555	5513
07.040.04	07,040,04	7.40.4	7,40,4	556,4	6	555	5514
07.040.05	07,040,05	7.40.5	7,40,5	556,5	6	555	5515
07.040.06	07,040,06	7.40.6	7,40,6	556,6	6	555	5516
07.040.07	07,040,07	7.40.7	7,40,7	556,7	6	555	5517
07.041.01	07,041,01	7.41.1	7,41,1	557,1	6	556	5518
07.041.02	07,041,02	7.41.2	7,41,2	557,2	6	556	5519
07.041.03	07,041,03	7.41.3	7,41,3	557,3	6	556	5520
07.041.04	07,041,04	7.41.4	7,41,4	557,4	6	556	5521
07.041.05	07,041,05	7.41.5	7,41,5	557,5	6	556	5522
07.041.06	07,041,06	7.41.6	7,41,6	557,6	6	556	5523
07.041.07	07,041,07	7.41.7	7,41,7	557,7	6	556	5524
07.042.01	07,042,01	7.42.1	7,42,1	558,1	6	557	5525
07.042.02	07,042,02	7.42.2	7,42,2	558,2	6	557	5526
07.042.03	07,042,03	7.42.3	7,42,3	558,3	6	557	5527
07.042.04	07,042,04	7.42.4	7,42,4	558,4	6	557	5528
07.042.05	07,042,05	7.42.5	7,42,5	558,5	6	557	5529
07.042.06	07,042,06	7.42.6	7,42,6	558,6	6	557	5530
07.043.01	07,043,01	7.43.1	7,43,1	559,1	6	558	5531
07.043.02	07,043,02	7.43.2	7,43,2	559,2	6	558	5532
07.043.03	07,043,03	7.43.3	7,43,3	559,3	6	558	5533
07.043.04	07,043,04	7.43.4	7,43,4	559,4	6	558	5534
07.043.05	07,043,05	7.43.5	7,43,5	559,5	6	558	5535
07.044.01	07,044,01	7.44.1	7,44,1	560,1	6	559	5536
07.044.02	07,044,02	7.44.2	7,44,2	560,2	6	559	5537
07.044.03	07,044,03	7.44.3	7,44,3	560,3	6	559	5538
07.044.04	07,044,04	7.44.4	7,44,4	560,4	6	559	5539
07.044.05	07,044,05	7.44.5	7,44,5	560,5	6	559	5540
07.045.01	07,045,01	7.45.1	7,45,1	561,1	6	560	5541
07.045.02	07,045,02	7.45.2	7,45,2	561,2	6	560	5542
07.045.03	07,045,03	7.45.3	7,45,3	561,3	6	560	5543
07.045.04	07,045,04	7.45.4	7,45,4	561,4	6	560	5544
07.046.01	07,046,01	7.46.1	7,46,1	562,1	6	561	5545
07.046.02	07,046,02	7.46.2	7,46,2	562,2	6	561	5546
07.046.03	07,046,03	7.46.3	7,46,3	562,3	6	561	5547
07.046.04	07,046,04	7.46.4	7,46,4	562,4	6	561	5548
07.047.01	07,047,01	7.47.1	7,47,1	563,1	6	562	5549
07.047.02	07,047,02	7.47.2	7,47,2	563,2	6	562	5550
07.047.03	07,047,03	7.47.3	7,47,3	563,3	6	562	5551
07.047.04	07,047,04	7.47.4	7,47,4	563,4	6	562	5552
07.048.01	07,048,01	7.48.1	7,48,1	564,1	6	563	5553
07.048.02	07,048,02	7.48.2	7,48,2	564,2	6	563	5554
07.048.03	07,048,03	7.48.3	7,48,3	564,3	6	563	5555
07.048.04	07,048,04	7.48.4	7,48,4	564,4	6	563	5556
07.049.01	07,049,01	7.49.1	7,49,1	565,1	6	564	5557
07.049.02	07,049,02	7.49.2	7,49,2	565,2	6	564	5558
07.049.03	07,049,03	7.49.3	7,49,3	565,3	6	564	5559
07.049.04	07,049,04	7.49.4	7,49,4	565,4	6	564	5560
07.050.01	07,050,01	7.50.1	7,50,1	566,1	6	565	5561
07.050.02	07,050,02	7.50.2	7,50,2	566,2	6	565	5562
07.050.03	07,050,03	7.50.3	7,50,3	566,3	6	565	5563
07.050.04	07,050,04	7.50.4	7,50,4	566,4	6	565	5564
07.051.01	07,051,01	7.51.1	7,51,1	567,1	6	566	5565
07.051.02	07,051,02	7.51.2	7,51,2	567,2	6	566	5566
07.051.03	07,051,03	7.51.3	7,51,3	567,3	6	566	5567
07.052.01	07,052,01	7.52.1	7,52,1	568,1	6	567	5568
07.052.02	07,052,02	7.52.2	7,52,2	568,2	6	567	5569
07.052.03	07,052,03	7.52.3	7,52,3	568,3	6	567	5570
07.053.01	07,053,01	7.53.1	7,53,1	569,1	6	568	5571
07.053.02	07,053,02	7.53.2	7,53,2	569,2	6	568	5572
07.053.03	07,053,03	7.53.3	7,53,3	569,3	6	568	5573
07.054.01	07,054,01	7.54.1	7,54,1	570,1	6	569	5574
07.054.02	07,054,02	7.54.2	7,54,2	570,2	6	569	5575
07.054.03	07,054,03	7.54.3	7,54,3	570,3	6	569	5576
07.055.01	07,055,01	7.55.1	7,55,1	571,1	6	570	5577
07.055.02	07,055,02	7.55.2	7,55,2	571,2	6	570	5578
07.055.03	07,055,03	7.55.3	7,55,3	571,3	6	570	5579
07.055.04	07,055,04	7.55.4	7,55,4	571,4	6	570	5580
07.055.05	07,055,05	7.55.5	7,55,5	571,5	6	570	5581
07.055.06	07,055,06	7.55.6	7,55,6	571,6	6	570	5582
07.055.07	07,055,07	7.55.7	7,55,7	571,7	6	570	5583
07.055.08	07,055,08	7.55.8	7,55,8	571,8	6	570	5584
07.056.01	07,056,01	7.56.1	7,56,1	572,1	6	571	5585
07.056.02	07,056,02	7.56.2	7,56,2	572,2	6	571	5586
07.056.03	07,056,03	7.56.3	7,56,3	572,3	6	571	5587
07.056.04	07,056,04	7.56.4	7,56,4	572,4	6	571	5588
07.056.05	07,056,05	7.56.5	7,56,5	572,5	6	571	5589
07.056.06	07,056,06	7.56.6	7,56,6	572,6	6	571	5590
07.056.07	07,056,07	7.56.7	7,56,7	572,7	6	571	5591
07.056.08	07,056,08	7.56.8	7,56,8	572,8	6	571	5592
07.056.09	07,056,09	7.56.9	7,56,9	572,9	6	571	5593
07.056.10	07,056,10	7.56.10	7,56,10	572,10	6	571	5594
07.056.11	07,056,11	7.56.11	7,56,11	572,11	6	571	5595
07.056.12	07,056,12	7.56.12	7,56,12	572,12	6	571	5596
07.056.13	07,056,13	7.56.13	7,56,13	572,13	6	571	5597
07.056.14	07,056,14	7.56.14	7,56,14	572,14	6	571	5598
07.056.15	07,056,15	7.56.15	7,56,15	572,15	6	571	5599
07.056.16	07,056,16	7.56.16	7,56,16	572,16	6	571	5600
07.056.17	07,056,17	7.56.17	7,56,17	572,17	6	571	5601
07.056.18	07,056,18	7.56.18	7,56,18	572,18	6	571	5602
07.056.19	07,056,19	7.56.19	7,56,19	572,19	6	571	5603
07.056.20	07,056,20	7.56.20	7,56,20	572,20	6	571	5604
07.056.21	07,056,21	7.56.21	7,56,21	572,21	6	571	5605
07.056.22	07,056,22	7.56.22	7,56,22	572,22	6	571	5606
07.056.23	07,056,23	7.56.23	7,56,23	572,23	6	571	5607
07.056.24	07,056,24	7.56.24	7,56,24	572,24	6	571	5608
07.056.25	07,056,25	7.56.25	7,56,25	572,25	6	571	5609
07.057.01	07,057,01	7.57.1	7,57,1	573,1	6	572	5610
07.057.02	07,057,02	7.57.2	7,57,2	573,2	6	572	5611
07.057.03	07,057,03	7.57.3	7,57,3	573,3	6	572	5612
07.057.04	07,057,04	7.57.4	7,57,4	573,4	6	572	5613
07.057.05	07,057,05	7.57.5	7,57,5	573,5	6	572	5614
07.057.06	07,057,06	7.57.6	7,57,6	573,6	6	572	5615
07.057.07	07,057,07	7.57.7	7,57,7	573,7	6	572	5616
07.058.01	07,058,01	7.58.1	7,58,1	574,1	6	573	5617
07.058.02	07,058,02	7.58.2	7,58,2	574,2	6	573	5618
07.058.03	07,058,03	7.58.3	7,58,3	574,3	6	573	5619
07.058.04	07,058,04	7.58.4	7,58,4	574,4	6	573	5620
07.058.05	07,058,05	7.58.5	7,58,5	574,5	6	573	5621
07.058.06	07,058,06	7.58.6	7,58,6	574,6	6	573	5622
07.059.01	07,059,01	7.59.1	7,59,1	575,1	6	574	5623
07.059.02	07,059,02	7.59.2	7,59,2	575,2	6	574	5624
07.059.03	07,059,03	7.59.3	7,59,3	575,3	6	574	5625
07.059.04	07,059,04	7.59.4	7,59,4	575,4	6	574	5626
07.059.05	07,059,05	7.59.5	7,59,5	575,5	6	574	5627
07.059.06	07,059,06	7.59.6	7,59,6	575,6	6	574	5628
07.059.07	07,059,07	7.59.7	7,59,7	575,7	6	574	5629
07.059.08	07,059,08	7.59.8	7,59,8	575,8	6	574	5630
07.059.09	07,059,09	7.59.9	7,59,9	575,9	6	574	5631
07.059.10	07,059,10	7.59.10	7,59,10	575,10	6	574	5632
07.059.11	07,059,11	7.59.11	7,59,11	575,11	6	574	5633
07.059.12	07,059,12	7.59.12	7,59,12	575,12	6	574	5634
07.060.01	07,060,01	7.60.1	7,60,1	576,1	6	575	5635
07.060.02	07,060,02	7.60.2	7,60,2	576,2	6	575	5636
07.060.03	07,060,03	7.60.3	7,60,3	576,3	6	575	5637
07.060.04	07,060,04	7.60.4	7,60,4	576,4	6	575	5638
07.060.05	07,060,05	7.60.5	7,60,5	576,5	6	575	5639
07.060.06	07,060,06	7.60.6	7,60,6	576,6	6	575	5640
07.060.07	07,060,07	7.60.7	7,60,7	576,7	6	575	5641
07.060.08	07,060,08	7.60.8	7,60,8	576,8	6	575	5642
07.060.09	07,060,09	7.60.9	7,60,9	576,9	6	575	5643
07.060.10	07,060,10	7.60.10	7,60,10	576,10	6	575	5644
07.060.11	07,060,11	7.60.11	7,60,11	576,11	6	575	5645
07.060.12	07,060,12	7.60.12	7,60,12	576,12	6	575	5646
07.061.01	07,061,01	7.61.1	7,61,1	577,1	6	576	5647
07.061.02	07,061,02	7.61.2	7,61,2	577,2	6	576	5648
07.061.03	07,061,03	7.61.3	7,61,3	577,3	6	576	5649
07.061.04	07,061,04	7.61.4	7,61,4	577,4	6	576	5650
07.061.05	07,061,05	7.61.5	7,61,5	577,5	6	576	5651
07.061.06	07,061,06	7.61.6	7,61,6	577,6	6	576	5652
07.061.07	07,061,07	7.61.7	7,61,7	577,7	6	576	5653
07.062.01	07,062,01	7.62.1	7,62,1	578,1	6	577	5654
07.062.02	07,062,02	7.62.2	7,62,2	578,2	6	577	5655
07.062.03	07,062,03	7.62.3	7,62,3	578,3	6	577	5656
07.062.04	07,062,04	7.62.4	7,62,4	578,4	6	577	5657
07.062.05	07,062,05	7.62.5	7,62,5	578,5	6	577	5658
07.062.06	07,062,06	7.62.6	7,62,6	578,6	6	577	5659
07.063.01	07,063,01	7.63.1	7,63,1	579,1	6	578	5660
07.063.02	07,063,02	7.63.2	7,63,2	579,2	6	578	5661
07.063.03	07,063,03	7.63.3	7,63,3	579,3	6	578	5662
07.063.04	07,063,04	7.63.4	7,63,4	579,4	6	578	5663
07.063.05	07,063,05	7.63.5	7,63,5	579,5	6	578	5664
07.063.06	07,063,06	7.63.6	7,63,6	579,6	6	578	5665
07.064.01	07,064,01	7.64.1	7,64,1	580,1	6	579	5666
07.064.02	07,064,02	7.64.2	7,64,2	580,2	6	579	5667
07.064.03	07,064,03	7.64.3	7,64,3	580,3	6	579	5668
07.064.04	07,064,04	7.64.4	7,64,4	580,4	6	579	5669
07.064.05	07,064,05	7.64.5	7,64,5	580,5	6	579	5670
07.065.01	07,065,01	7.65.1	7,65,1	581,1	6	580	5671
07.065.02	07,065,02	7.65.2	7,65,2	581,2	6	580	5672
07.065.03	07,065,03	7.65.3	7,65,3	581,3	6	580	5673
07.065.04	07,065,04	7.65.4	7,65,4	581,4	6	580	5674
07.065.05	07,065,05	7.65.5	7,65,5	581,5	6	580	5675
07.066.01	07,066,01	7.66.1	7,66,1	582,1	6	581	5676
07.066.02	07,066,02	7.66.2	7,66,2	582,2	6	581	5677
07.066.03	07,066,03	7.66.3	7,66,3	582,3	6	581	5678
07.066.04	07,066,04	7.66.4	7,66,4	582,4	6	581	5679
07.066.05	07,066,05	7.66.5	7,66,5	582,5	6	581	5680
07.066.06	07,066,06	7.66.6	7,66,6	582,6	6	581	5681
07.066.07	07,066,07	7.66.7	7,66,7	582,7	6	581	5682
07.066.08	07,066,08	7.66.8	7,66,8	582,8	6	581	5683
07.066.09	07,066,09	7.66.9	7,66,9	582,9	6	581	5684
07.066.10	07,066,10	7.66.10	7,66,10	582,10	6	581	5685
07.066.11	07,066,11	7.66.11	7,66,11	582,11	6	581	5686
07.066.12	07,066,12	7.66.12	7,66,12	582,12	6	581	5687
07.066.13	07,066,13	7.66.13	7,66,13	582,13	6	581	5688
07.066.14	07,066,14	7.66.14	7,66,14	582,14	6	581	5689
07.066.15	07,066,15	7.66.15	7,66,15	582,15	6	581	5690
07.066.16	07,066,16	7.66.16	7,66,16	582,16	6	581	5691
07.066.17	07,066,17	7.66.17	7,66,17	582,17	6	581	5692
07.066.18	07,066,18	7.66.18	7,66,18	582,18	6	581	5693
07.066.19	07,066,19	7.66.19	7,66,19	582,19	6	581	5694
07.067.01	07,067,01	7.67.1	7,67,1	583,1	6	582	5695
07.067.02	07,067,02	7.67.2	7,67,2	583,2	6	582	5696
07.067.03	07,067,03	7.67.3	7,67,3	583,3	6	582	5697
07.067.04	07,067,04	7.67.4	7,67,4	583,4	6	582	5698
07.067.05	07,067,05	7.67.5	7,67,5	583,5	6	582	5699
07.067.06	07,067,06	7.67.6	7,67,6	583,6	6	582	5700
07.067.07	07,067,07	7.67.7	7,67,7	583,7	6	582	5701
07.067.08	07,067,08	7.67.8	7,67,8	583,8	6	582	5702
07.067.09	07,067,09	7.67.9	7,67,9	583,9	6	582	5703
07.067.10	07,067,10	7.67.10	7,67,10	583,10	6	582	5704
07.068.01	07,068,01	7.68.1	7,68,1	584,1	6	583	5705
07.068.02	07,068,02	7.68.2	7,68,2	584,2	6	583	5706
07.068.03	07,068,03	7.68.3	7,68,3	584,3	6	583	5707
07.068.04	07,068,04	7.68.4	7,68,4	584,4	6	583	5708
07.068.05	07,068,05	7.68.5	7,68,5	584,5	6	583	5709
07.068.06	07,068,06	7.68.6	7,68,6	584,6	6	583	5710
07.068.07	07,068,07	7.68.7	7,68,7	584,7	6	583	5711
07.068.08	07,068,08	7.68.8	7,68,8	584,8	6	583	5712
07.068.09	07,068,09	7.68.9	7,68,9	584,9	6	583	5713
07.069.01	07,069,01	7.69.1	7,69,1	585,1	6	584	5714
07.069.02	07,069,02	7.69.2	7,69,2	585,2	6	584	5715
07.069.03	07,069,03	7.69.3	7,69,3	585,3	6	584	5716
07.069.04	07,069,04	7.69.4	7,69,4	585,4	6	584	5717
07.069.05	07,069,05	7.69.5	7,69,5	585,5	6	584	5718
07.069.06	07,069,06	7.69.6	7,69,6	585,6	6	584	5719
07.069.07	07,069,07	7.69.7	7,69,7	585,7	6	584	5720
07.069.08	07,069,08	7.69.8	7,69,8	585,8	6	584	5721
07.070.01	07,070,01	7.70.1	7,70,1	586,1	6	585	5722
07.070.02	07,070,02	7.70.2	7,70,2	586,2	6	585	5723
07.070.03	07,070,03	7.70.3	7,70,3	586,3	6	585	5724
07.070.04	07,070,04	7.70.4	7,70,4	586,4	6	585	5725
07.070.05	07,070,05	7.70.5	7,70,5	586,5	6	585	5726
07.070.06	07,070,06	7.70.6	7,70,6	586,6	6	585	5727
07.070.07	07,070,07	7.70.7	7,70,7	586,7	6	585	5728
07.071.01	07,071,01	7.71.1	7,71,1	587,1	6	586	5729
07.071.02	07,071,02	7.71.2	7,71,2	587,2	6	586	5730
07.071.03	07,071,03	7.71.3	7,71,3	587,3	6	586	5731
07.071.04	07,071,04	7.71.4	7,71,4	587,4	6	586	5732
07.071.05	07,071,05	7.71.5	7,71,5	587,5	6	586	5733
07.071.06	07,071,06	7.71.6	7,71,6	587,6	6	586	5734
07.072.01	07,072,01	7.72.1	7,72,1	588,1	6	587	5735
07.072.02	07,072,02	7.72.2	7,72,2	588,2	6	587	5736
07.072.03	07,072,03	7.72.3	7,72,3	588,3	6	587	5737
07.072.04	07,072,04	7.72.4	7,72,4	588,4	6	587	5738
07.072.05	07,072,05	7.72.5	7,72,5	588,5	6	587	5739
07.073.01	07,073,01	7.73.1	7,73,1	589,1	6	588	5740
07.073.02	07,073,02	7.73.2	7,73,2	589,2	6	588	5741
07.073.03	07,073,03	7.73.3	7,73,3	589,3	6	588	5742
07.073.04	07,073,04	7.73.4	7,73,4	589,4	6	588	5743
07.073.05	07,073,05	7.73.5	7,73,5	589,5	6	588	5744
07.074.01	07,074,01	7.74.1	7,74,1	590,1	6	589	5745
07.074.02	07,074,02	7.74.2	7,74,2	590,2	6	589	5746
07.074.03	07,074,03	7.74.3	7,74,3	590,3	6	589	5747
07.074.04	07,074,04	7.74.4	7,74,4	590,4	6	589	5748
07.074.05	07,074,05	7.74.5	7,74,5	590,5	6	589	5749
07.074.06	07,074,06	7.74.6	7,74,6	590,6	6	589	5750
07.075.01	07,075,01	7.75.1	7,75,1	591,1	6	590	5751
07.075.02	07,075,02	7.75.2	7,75,2	591,2	6	590	5752
07.075.03	07,075,03	7.75.3	7,75,3	591,3	6	590	5753
07.075.04	07,075,04	7.75.4	7,75,4	591,4	6	590	5754
07.075.05	07,075,05	7.75.5	7,75,5	591,5	6	590	5755
07.075.06	07,075,06	7.75.6	7,75,6	591,6	6	590	5756
07.075.07	07,075,07	7.75.7	7,75,7	591,7	6	590	5757
07.075.08	07,075,08	7.75.8	7,75,8	591,8	6	590	5758
07.076.01	07,076,01	7.76.1	7,76,1	592,1	6	591	5759
07.076.02	07,076,02	7.76.2	7,76,2	592,2	6	591	5760
07.076.03	07,076,03	7.76.3	7,76,3	592,3	6	591	5761
07.076.04	07,076,04	7.76.4	7,76,4	592,4	6	591	5762
07.076.05	07,076,05	7.76.5	7,76,5	592,5	6	591	5763
07.076.06	07,076,06	7.76.6	7,76,6	592,6	6	591	5764
07.076.07	07,076,07	7.76.7	7,76,7	592,7	6	591	5765
07.077.01	07,077,01	7.77.1	7,77,1	593,1	6	592	5766
07.077.02	07,077,02	7.77.2	7,77,2	593,2	6	592	5767
07.077.03	07,077,03	7.77.3	7,77,3	593,3	6	592	5768
07.077.04	07,077,04	7.77.4	7,77,4	593,4	6	592	5769
07.077.05	07,077,05	7.77.5	7,77,5	593,5	6	592	5770
07.077.06	07,077,06	7.77.6	7,77,6	593,6	6	592	5771
07.078.01	07,078,01	7.78.1	7,78,1	594,1	6	593	5772
07.078.02	07,078,02	7.78.2	7,78,2	594,2	6	593	5773
07.078.03	07,078,03	7.78.3	7,78,3	594,3	6	593	5774
07.078.04	07,078,04	7.78.4	7,78,4	594,4	6	593	5775
07.078.05	07,078,05	7.78.5	7,78,5	594,5	6	593	5776
07.079.01	07,079,01	7.79.1	7,79,1	595,1	6	594	5777
07.079.02	07,079,02	7.79.2	7,79,2	595,2	6	594	5778
07.079.03	07,079,03	7.79.3	7,79,3	595,3	6	594	5779
07.079.04	07,079,04	7.79.4	7,79,4	595,4	6	594	5780
07.079.05	07,079,05	7.79.5	7,79,5	595,5	6	594	5781
07.080.01	07,080,01	7.80.1	7,80,1	596,1	6	595	5782
07.080.02	07,080,02	7.80.2	7,80,2	596,2	6	595	5783
07.080.03	07,080,03	7.80.3	7,80,3	596,3	6	595	5784
07.081.01	07,081,01	7.81.1	7,81,1	597,1	6	596	5785
07.081.02	07,081,02	7.81.2	7,81,2	597,2	6	596	5786
07.081.03	07,081,03	7.81.3	7,81,3	597,3	6	596	5787
07.081.04	07,081,04	7.81.4	7,81,4	597,4	6	596	5788
07.081.05	07,081,05	7.81.5	7,81,5	597,5	6	596	5789
07.081.06	07,081,06	7.81.6	7,81,6	597,6	6	596	5790
07.082.01	07,082,01	7.82.1	7,82,1	598,1	6	597	5791
07.082.02	07,082,02	7.82.2	7,82,2	598,2	6	597	5792
07.082.03	07,082,03	7.82.3	7,82,3	598,3	6	597	5793
07.082.04	07,082,04	7.82.4	7,82,4	598,4	6	597	5794
07.082.05	07,082,05	7.82.5	7,82,5	598,5	6	597	5795
07.082.06	07,082,06	7.82.6	7,82,6	598,6	6	597	5796
07.082.07	07,082,07	7.82.7	7,82,7	598,7	6	597	5797
07.082.08	07,082,08	7.82.8	7,82,8	598,8	6	597	5798
07.082.09	07,082,09	7.82.9	7,82,9	598,9	6	597	5799
07.082.10	07,082,10	7.82.10	7,82,10	598,10	6	597	5800
07.083.01	07,083,01	7.83.1	7,83,1	599,1	6	598	5801
07.083.02	07,083,02	7.83.2	7,83,2	599,2	6	598	5802
07.083.03	07,083,03	7.83.3	7,83,3	599,3	6	598	5803
07.083.04	07,083,04	7.83.4	7,83,4	599,4	6	598	5804
07.083.05	07,083,05	7.83.5	7,83,5	599,5	6	598	5805
07.083.06	07,083,06	7.83.6	7,83,6	599,6	6	598	5806
07.083.07	07,083,07	7.83.7	7,83,7	599,7	6	598	5807
07.083.08	07,083,08	7.83.8	7,83,8	599,8	6	598	5808
07.083.09	07,083,09	7.83.9	7,83,9	599,9	6	598	5809
07.083.10	07,083,10	7.83.10	7,83,10	599,10	6	598	5810
07.084.01	07,084,01	7.84.1	7,84,1	600,1	6	599	5811
07.084.02	07,084,02	7.84.2	7,84,2	600,2	6	599	5812
07.084.03	07,084,03	7.84.3	7,84,3	600,3	6	599	5813
07.084.04	07,084,04	7.84.4	7,84,4	600,4	6	599	5814
07.084.05	07,084,05	7.84.5	7,84,5	600,5	6	599	5815
07.085.01	07,085,01	7.85.1	7,85,1	601,1	6	600	5816
07.085.02	07,085,02	7.85.2	7,85,2	601,2	6	600	5817
07.085.03	07,085,03	7.85.3	7,85,3	601,3	6	600	5818
07.085.04	07,085,04	7.85.4	7,85,4	601,4	6	600	5819
07.085.05	07,085,05	7.85.5	7,85,5	601,5	6	600	5820
07.086.01	07,086,01	7.86.1	7,86,1	602,1	6	601	5821
07.086.02	07,086,02	7.86.2	7,86,2	602,2	6	601	5822
07.086.03	07,086,03	7.86.3	7,86,3	602,3	6	601	5823
07.086.04	07,086,04	7.86.4	7,86,4	602,4	6	601	5824
07.086.05	07,086,05	7.86.5	7,86,5	602,5	6	601	5825
07.086.06	07,086,06	7.86.6	7,86,6	602,6	6	601	5826
07.086.07	07,086,07	7.86.7	7,86,7	602,7	6	601	5827
07.086.08	07,086,08	7.86.8	7,86,8	602,8	6	601	5828
07.087.01	07,087,01	7.87.1	7,87,1	603,1	6	602	5829
07.087.02	07,087,02	7.87.2	7,87,2	603,2	6	602	5830
07.087.03	07,087,03	7.87.3	7,87,3	603,3	6	602	5831
07.087.04	07,087,04	7.87.4	7,87,4	603,4	6	602	5832
07.087.05	07,087,05	7.87.5	7,87,5	603,5	6	602	5833
07.087.06	07,087,06	7.87.6	7,87,6	603,6	6	602	5834
07.087.07	07,087,07	7.87.7	7,87,7	603,7	6	602	5835
07.088.01	07,088,01	7.88.1	7,88,1	604,1	6	603	5836
07.088.02	07,088,02	7.88.2	7,88,2	604,2	6	603	5837
07.088.03	07,088,03	7.88.3	7,88,3	604,3	6	603	5838
07.088.04	07,088,04	7.88.4	7,88,4	604,4	6	603	5839
07.088.05	07,088,05	7.88.5	7,88,5	604,5	6	603	5840
07.088.06	07,088,06	7.88.6	7,88,6	604,6	6	603	5841
07.088.07	07,088,07	7.88.7	7,88,7	604,7	6	603	5842
07.089.01	07,089,01	7.89.1	7,89,1	605,1	6	604	5843
07.089.02	07,089,02	7.89.2	7,89,2	605,2	6	604	5844
07.089.03	07,089,03	7.89.3	7,89,3	605,3	6	604	5845
07.089.04	07,089,04	7.89.4	7,89,4	605,4	6	604	5846
07.089.05	07,089,05	7.89.5	7,89,5	605,5	6	604	5847
07.090.01	07,090,01	7.90.1	7,90,1	606,1	6	605	5848
07.090.02	07,090,02	7.90.2	7,90,2	606,2	6	605	5849
07.090.03	07,090,03	7.90.3	7,90,3	606,3	6	605	5850
07.090.04	07,090,04	7.90.4	7,90,4	606,4	6	605	5851
07.090.05	07,090,05	7.90.5	7,90,5	606,5	6	605	5852
07.090.06	07,090,06	7.90.6	7,90,6	606,6	6	605	5853
07.090.07	07,090,07	7.90.7	7,90,7	606,7	6	605	5854
07.091.01	07,091,01	7.91.1	7,91,1	607,1	6	606	5855
07.091.02	07,091,02	7.91.2	7,91,2	607,2	6	606	5856
07.091.03	07,091,03	7.91.3	7,91,3	607,3	6	606	5857
07.091.04	07,091,04	7.91.4	7,91,4	607,4	6	606	5858
07.091.05	07,091,05	7.91.5	7,91,5	607,5	6	606	5859
07.091.06	07,091,06	7.91.6	7,91,6	607,6	6	606	5860
07.091.07	07,091,07	7.91.7	7,91,7	607,7	6	606	5861
07.092.01	07,092,01	7.92.1	7,92,1	608,1	6	607	5862
07.092.02	07,092,02	7.92.2	7,92,2	608,2	6	607	5863
07.092.03	07,092,03	7.92.3	7,92,3	608,3	6	607	5864
07.092.04	07,092,04	7.92.4	7,92,4	608,4	6	607	5865
07.092.05	07,092,05	7.92.5	7,92,5	608,5	6	607	5866
07.093.01	07,093,01	7.93.1	7,93,1	609,1	6	608	5867
07.093.02	07,093,02	7.93.2	7,93,2	609,2	6	608	5868
07.093.03	07,093,03	7.93.3	7,93,3	609,3	6	608	5869
07.093.04	07,093,04	7.93.4	7,93,4	609,4	6	608	5870
07.093.05	07,093,05	7.93.5	7,93,5	609,5	6	608	5871
07.093.06	07,093,06	7.93.6	7,93,6	609,6	6	608	5872
07.093.07	07,093,07	7.93.7	7,93,7	609,7	6	608	5873
07.093.08	07,093,08	7.93.8	7,93,8	609,8	6	608	5874
07.094.01	07,094,01	7.94.1	7,94,1	610,1	6	609	5875
07.094.02	07,094,02	7.94.2	7,94,2	610,2	6	609	5876
07.094.03	07,094,03	7.94.3	7,94,3	610,3	6	609	5877
07.094.04	07,094,04	7.94.4	7,94,4	610,4	6	609	5878
07.094.05	07,094,05	7.94.5	7,94,5	610,5	6	609	5879
07.094.06	07,094,06	7.94.6	7,94,6	610,6	6	609	5880
07.094.07	07,094,07	7.94.7	7,94,7	610,7	6	609	5881
07.094.08	07,094,08	7.94.8	7,94,8	610,8	6	609	5882
07.094.09	07,094,09	7.94.9	7,94,9	610,9	6	609	5883
07.094.10	07,094,10	7.94.10	7,94,10	610,10	6	609	5884
07.094.11	07,094,11	7.94.11	7,94,11	610,11	6	609	5885
07.094.12	07,094,12	7.94.12	7,94,12	610,12	6	609	5886
07.095.01	07,095,01	7.95.1	7,95,1	611,1	6	610	5887
07.095.02	07,095,02	7.95.2	7,95,2	611,2	6	610	5888
07.095.03	07,095,03	7.95.3	7,95,3	611,3	6	610	5889
07.095.04	07,095,04	7.95.4	7,95,4	611,4	6	610	5890
07.095.05	07,095,05	7.95.5	7,95,5	611,5	6	610	5891
07.095.06	07,095,06	7.95.6	7,95,6	611,6	6	610	5892
07.096.01	07,096,01	7.96.1	7,96,1	612,1	6	611	5893
07.096.02	07,096,02	7.96.2	7,96,2	612,2	6	611	5894
07.096.03	07,096,03	7.96.3	7,96,3	612,3	6	611	5895
07.096.04	07,096,04	7.96.4	7,96,4	612,4	6	611	5896
07.096.05	07,096,05	7.96.5	7,96,5	612,5	6	611	5897
07.096.06	07,096,06	7.96.6	7,96,6	612,6	6	611	5898
07.097.01	07,097,01	7.97.1	7,97,1	613,1	6	612	5899
07.097.02	07,097,02	7.97.2	7,97,2	613,2	6	612	5900
07.097.03	07,097,03	7.97.3	7,97,3	613,3	6	612	5901
07.097.04	07,097,04	7.97.4	7,97,4	613,4	6	612	5902
