rv_frequency,zurich_lemma,zurich_lemmatype,gra_lemma_rank,gra_lemma_id,revised (y/n)
4718,tvám,Pronomen,,lemma_tva_3983,y
4147,ahám,Pronomen,,lemma_aham_1404,y
4020,yá-,Pronomen,,lemma_ya_6983,y
3346,sá- ~ tá-,Pronomen,1,lemma_sa_9064,y
3346,sá- ~ tá-,Pronomen,2,lemma_ta_3606,y
2843,ā́,Invariabile,,lemma_A_1444,y
2435,índra-,Nominalstamm,,lemma_indra_1708,y
2213,ayám,Pronomen,,lemma_idam_1696,y
2103,ná,Invariabile,,lemma_na_4792,y
1724,agní-,Nominalstamm,,lemma_agni_79,y
1646,devá-,Nominalstamm,,lemma_deva_4419,y
1366,√as- 1,Wurzel,,lemma_as_1305,y
1218,prá,Invariabile,,lemma_pra_5833.1,y
1192,√kr̥-,Wurzel,,lemma_kf_2645,y
1120,víśva-,Nominalstamm,,lemma_viSva_8151,y
1096,ca,Invariabile,,lemma_ca_3184,y
1047,√dhā- 1,Wurzel,,lemma_DA_4664,y
1024,iva,Invariabile,,lemma_iva_1775,y
1008,dyú- ~ div-,Nominalstamm,1,lemma_div_4231,y
1008,dyú- ~ div-,Nominalstamm,2,lemma_dyu_4513,y
977,sóma-,Nominalstamm,,lemma_soma_10160,y
954,ví,Invariabile,,lemma_vi_7952,y
854,√bhū-,Wurzel,,lemma_BU_6403,y
809,ít,Invariabile,,lemma_id_1695,y
754,abhí,Invariabile,,lemma_aBi_765,y
752,utá,Invariabile,,lemma_uta_1879,y
747,√i- 1,Wurzel,,lemma_i_1675,y
697,u,Invariabile,,lemma_u_1841,y
691,cit,Invariabile,,lemma_cid_3315,y
662,hí,Invariabile,,lemma_hi_10645,y
631,√gam-,Wurzel,,lemma_gam_2902,y
609,sám,Invariabile,,lemma_sam_9359,y
591,√pū-,Wurzel,,lemma_pU_5681,y
589,√su-,Wurzel,,lemma_su_9701,y
581,√janⁱ-,Wurzel,,lemma_jan_3389,y
570,√yā- 1,Wurzel,,lemma_yu_7124,y
549,áp-,Nominalstamm,,lemma_ap_616,y
543,gáv- ~ gó-,Nominalstamm,,lemma_go_3032,y
535,rayí- ~ rāy-,Nominalstamm,,lemma_rayi_7325,y
528,máh-,Nominalstamm,,lemma_mah_6708,y
519,√bhr̥-,Wurzel,,lemma_Bf_6437,y
508,pári,Invariabile,,lemma_pari_5285,y
508,úpa,Invariabile,,lemma_upa_1933,y
482,ní,Invariabile,,lemma_ni_4938.1,y
477,ánu,Invariabile,,lemma_anu_510,y
476,vásu-,Nominalstamm,,lemma_vasu_7798,y
471,rátha-,Nominalstamm,,lemma_raTa_7258,y
469,ká-,Pronomen,,lemma_ka_2373,y
458,vŕ̥ṣan-,Nominalstamm,,lemma_vfzan_8408,y
457,yajñá-,Nominalstamm,,lemma_yajYa_7002,y
452,nár-,Nominalstamm,1,lemma_nar_4860,y
452,nár-,Nominalstamm,2,lemma_nf_5085,y
444,aśvín-,Nominalstamm,,lemma_aSvin_1288,y
426,√hū-,Wurzel,,lemma_hU_10718,y
413,mā́,Invariabile,,lemma_mA_6758,y
411,√han-,Wurzel,,lemma_han_10541,y
409,marút-,Nominalstamm,,lemma_marut_6679,y
402,√sthā-,Wurzel,,lemma_sTA_10268,y
401,√pā- 2,Wurzel,,lemma_pA_5405,y
396,váruṇa-,Nominalstamm,,lemma_varuRa_7721,y
390,√vid- 2,Wurzel,,lemma_vid_7999,y
381,sū́rya-,Nominalstamm,,lemma_sUrya_10120,y
381,√vah-,Wurzel,,lemma_vah_7833,y
376,vā́ja-,Nominalstamm,,lemma_vAja_7851,y
370,maghávan-,Nominalstamm,,lemma_maGavan_6504,y
369,√dā- 1,Wurzel,,lemma_dA_4164,y
367,√vr̥dh-,Wurzel,,lemma_vfD_8385,y
367,√śru-,Wurzel,,lemma_Sru_8985,y
360,r̥tá-,Nominalstamm,,lemma_fta_2184,y
359,uṣás-,Nominalstamm,,lemma_uzas_2081,y
350,ūtí-,Nominalstamm,,lemma_Uti_2096,y
346,br̥hánt-,Nominalstamm,,lemma_bfhat_6230,y
343,gír- ~ gīr-,Nominalstamm,,lemma_gir_2975,y
341,eṣá,Pronomen,,lemma_etad_2295,y
338,nú,Invariabile,,lemma_nu_5078,y
336,√sad-,Wurzel,,lemma_sad_9208,y
328,mitrá-,Nominalstamm,,lemma_mitra_6824,y
327,jána-,Nominalstamm,,lemma_jana_3390,y
327,índu-,Nominalstamm,,lemma_indu_1707,y
320,pr̥thivī́-,Nominalstamm,,lemma_pfTivI_5760,y
318,vā,Invariabile,,lemma_vA_7845,y
311,ádhi,Invariabile,,lemma_aDi_354,y
310,√yam-,Wurzel,,lemma_yam_7053,y
307,pitár-,Nominalstamm,,lemma_pitf_5481,y
304,√avⁱ-,Wurzel,,lemma_av_1101,y
294,út,Invariabile,,lemma_ud_1892 ,y
291,√yaj-,Wurzel,,lemma_yaj_6994,y
289,ihá,Invariabile,,lemma_iha_1818,y
286,hótar-,Nominalstamm,,lemma_hotf_10749,y
283,máda-,Nominalstamm,,lemma_mada_6534,y
279,páti-,Nominalstamm,,lemma_pati_5198,y
276,ávas-,Nominalstamm,,lemma_avas_1135,y
272,dhī́-,Nominalstamm,,lemma_DI_4710,y
271,hári-,Nominalstamm,,lemma_hari_10555,y
271,sákhi-,Nominalstamm,,lemma_saKi_9112,y
267,sú,Invariabile,,lemma_su_9702,y
265,√stu-,Wurzel,,lemma_stu_10237,y
265,√pā- 1,Wurzel,,lemma_pA_5404,y
262,bráhman-,Nominalstamm,,lemma_brahman_6268,y
254,mádhu-,Nominalstamm,,lemma_maDu_6550,y
254,práti,Invariabile,,lemma_prati_5868,y
247,rā́jan-,Nominalstamm,,lemma_rAjan_7364,y
246,vípra-,Nominalstamm,,lemma_vipra_8058,y
245,yáthā,Invariabile,,lemma_yaTA_7040,y
244,ródasī-,Nominalstamm,,lemma_rodasI_7497,y
242,√gr̥̄- 1,Wurzel,,lemma_gir_2973,y
241,kaví-,Nominalstamm,,lemma_kavi_2489,y
240,íṣ-,Nominalstamm,,lemma_iz_1778,y
239,mánas-,Nominalstamm,,lemma_manas_6592,y
238,áśva-,Nominalstamm,,lemma_aSva_1254,y
238,√mad-,Wurzel,,lemma_mad_6533,y
236,ápa,Invariabile,,lemma_apa_617,y
233,√juṣ-,Wurzel,,lemma_juz_3541,y
233,√cit-,Wurzel,,lemma_cit_3290,y
230,éka-,Nominalstamm,,lemma_eka_2274,y
225,√naś- 1,Wurzel,,lemma_naS_4888,y
222,√sr̥j-,Wurzel,,lemma_sfj_10132,y
221,anyá-,Nominalstamm,,lemma_anya_601,y
217,adyá,Invariabile,,lemma_adya_315,y
215,√carⁱ-,Wurzel,,lemma_car_3243,y
214,priyá-,Nominalstamm,,lemma_priya_6073,y
212,syá- ~ tyá-,Pronomen,1,lemma_sya_10331,y
212,syá- ~ tyá-,Pronomen,2,lemma_tya_3907,y
211,√vid- 1,Wurzel,,lemma_vid_7998,y
211,√yuj-,Wurzel,,lemma_yuj_7133,y
210,amŕ̥ta-,Nominalstamm,,lemma_amfta_906,y
210,stóma-,Nominalstamm,,lemma_stoma_10256,y
208,tanū́-,Nominalstamm,,lemma_tanU_3644,y
208,īm,Invariabile,,lemma_Im_1829,y
206,mahā́nt-,Nominalstamm,,lemma_mahat_6710,y
205,áva,Invariabile,,lemma_ava_1101.2,y
204,síndhu-,Nominalstamm,,lemma_sinDu_9680,y
201,√vac-,Wurzel,,lemma_vac_7568,y
201,adhvará-,Nominalstamm,,lemma_aDvara_384,y
201,mātár-,Nominalstamm,,lemma_mAtf_6775,y
200,svastí-,Nominalstamm,,lemma_svasti_10485,y
200,víś-,Nominalstamm,,lemma_viS_8140,y
196,ádha,Invariabile,,lemma_aDa_344,y
193,purú-,Nominalstamm,,lemma_puru_5568,y
191,ugrá-,Nominalstamm,,lemma_ugra_1865,y
189,√tr̥̄- 1,Wurzel,,lemma_tar_3685,y
188,áti,Invariabile,,lemma_ati_228,y
188,√vr̥t-,Wurzel,,lemma_vft_8361,y
187,vr̥trá-,Nominalstamm,,lemma_vftra_8365,y
185,mártya-,Nominalstamm,,lemma_martya_6691,y
185,vr̥ṣabhá-,Nominalstamm,,lemma_vfzaBa_8419,y
185,√idh- 1,Wurzel,,lemma_iD_1701,y
184,ha,Invariabile,,lemma_ha_10533,y
184,savitár-,Nominalstamm,,lemma_savitf_9484,y
184,vājín-,Nominalstamm,,lemma_vAjin_7877,y
182,bhúvana-,Nominalstamm,,lemma_Buvana_6401,y
182,námas-,Nominalstamm,,lemma_namas_4845,y
182,√vanⁱ-,Wurzel,,lemma_van_7614,y
181,krátu-,Nominalstamm,,lemma_kratu_2729,y
178,√vr̥-,Wurzel,,lemma_vf_8335,y
177,ácha,Invariabile,,lemma_aCa_160,y
177,śávas-,Nominalstamm,,lemma_Savas_8710,y
175,evá,Invariabile,,lemma_eva_2315,y
175,śū́ra-,Nominalstamm,,lemma_SUra_8890,y
174,áditi-,Nominalstamm,,lemma_aditi_287,y
173,prathamá-,Nominalstamm,,lemma_praTama_5905,y
173,√r̥- 1,Wurzel,,lemma_ar_954,y
169,ójas-,Nominalstamm,,lemma_ojas_2340,y
168,havís-,Nominalstamm,,lemma_havis_10609,y
167,√nī-,Wurzel,,lemma_nI_5054,y
166,sáhas-,Nominalstamm,,lemma_sahas_9525,y
164,urú-,Nominalstamm,,lemma_uru_2025,y
162,devī́-,Nominalstamm,,lemma_devI_4486,y
162,√hi-,Wurzel,,lemma_hi_10644,y
161,trí-,Nominalstamm,,lemma_tri_3925,y
161,śám,Invariabile,,lemma_Sam_8660,y
160,√ji- 1,Wurzel,,lemma_ji_3500,y
160,√sac- 1,Wurzel,,lemma_sac_9133,y
157,sakhyá-,Nominalstamm,,lemma_saKya_9117,y
155,dāśváṃs-,Nominalstamm,,lemma_dASvas_4207,y
154,antár,Invariabile,,lemma_antar_572,y
154,átha,Invariabile,,lemma_aTa_261,y
153,pánthā- ~ path-,Nominalstamm,,lemma_paTi_5219,y
153,√vaś-,Wurzel,,lemma_vaS_7772,y
152,√yā- 2,Wurzel,,lemma_i_1675,y
148,bhadrá-,Nominalstamm,,lemma_Badra_6296,y
148,jyótis-,Nominalstamm,,lemma_jyotis_3598,y
148,√duh-,Wurzel,,lemma_duh_4377,y
148,√īś-,Wurzel,,lemma_IS_1836 ,y
147,citrá-,Nominalstamm,,lemma_citra_3294,y
147,√vr̥- ~ vr̥̄-,Wurzel,,lemma_vf_8336,y
146,rā́dhas-,Nominalstamm,,lemma_rADas_7382,y
145,śrávas-,Nominalstamm,,lemma_Sravas_8967,y
144,rájas-,Nominalstamm,,lemma_rajas_7235,y
143,matí-,Nominalstamm,,lemma_mati_6519,y
142,barhís-,Nominalstamm,,lemma_barhis_6165,y
142,áhar ~ áhan-,Nominalstamm,,lemma_ahan_1401,y
142,√paś-,Wurzel,,lemma_paS_5378,y
142,√r̥c-,Wurzel,,lemma_arc_1033,y
141,samudrá-,Nominalstamm,,lemma_samudra_9399,y
141,ādityá-,Nominalstamm,,lemma_Aditya_1508,y
139,márta-,Nominalstamm,,lemma_marta_6689,y
138,vájra-,Nominalstamm,,lemma_vajra_7579,y
138,satyá-,Nominalstamm,,lemma_satya_9173,y
137,vāyú-,Nominalstamm,,lemma_vAyu_7917,y
137,√sanⁱ-,Wurzel,,lemma_san_9251,y
137,√tan-,Wurzel,,lemma_tan_3635,y
136,ubhá-,Pronomen,,lemma_uBa_2010,y
136,vīrá-,Nominalstamm,,lemma_vIra_8312,y
135,rudrá-,Nominalstamm,,lemma_rudra_7439,y
135,√gā-,Wurzel,,lemma_gA_2947,y
135,√vadⁱ-,Wurzel,,lemma_vad_7595,y
134,sahásra-,Nominalstamm,,lemma_sahasra_9533,y
134,√brū-,Wurzel,,lemma_brU_6279,y
133,√man- 1,Wurzel,,lemma_man_6585,y
132,svá-,Pronomen,,lemma_sva_10367,y
132,ukthá-,Nominalstamm,,lemma_ukTa_1845,y
131,vratá-,Nominalstamm,,lemma_vrata_8535,y
131,vā́c-,Nominalstamm,,lemma_vAc_7848,y
131,√arṣ-,Wurzel,,lemma_arz_1090,y
131,saptá-,Nominalstamm,,lemma_saptan_9325,y
130,ádri-,Nominalstamm,,lemma_adri_320,y
130,śárman-,Nominalstamm,,lemma_Sarman_8697,y
129,jātávedas-,Nominalstamm,,lemma_jAtavedas_3474,y
128,bhága-,Nominalstamm,,lemma_BAga_6344,y
128,mahimán-,Nominalstamm,,lemma_mahiman_6744,y
127,śatá-,Nominalstamm,,lemma_Sata_8591,y
126,√dhr̥-,Wurzel,,lemma_Df_4738,y
125,havyá-,Nominalstamm,,lemma_havya_10611,y
125,háva-,Nominalstamm,,lemma_hava_10592,y
125,√dr̥ś-,Wurzel,,lemma_dfS_4406,y
124,yátra,Invariabile,,lemma_yatra_7039,y
124,yóni-,Nominalstamm,,lemma_yoni_7193,y
123,bŕ̥haspáti-,Nominalstamm,,lemma_bfhaspati_6247,y
123,ghr̥tá-,Nominalstamm,,lemma_Gfta_3145,y
123,jaritár-,Nominalstamm,,lemma_jaritf_3445,y
122,dhenú-,Nominalstamm,,lemma_Denu_4752,y
122,putrá-,Nominalstamm,,lemma_putra_5533,y
122,párvata-,Nominalstamm,,lemma_parvata_5348,y
121,svàr-,Nominalstamm,,lemma_svar_10435,y
121,pūṣán-,Nominalstamm,,lemma_pUzan_5727,y
120,átra,Invariabile,,lemma_atra_255,y
119,sádā,Invariabile,,lemma_sadA_9216,y
118,śúci-,Nominalstamm,,lemma_Suci_8833,y
118,√hu-,Wurzel,,lemma_hu_10713,y
117,nā́man-,Nominalstamm,,lemma_nAman_4923,y
117,pū́rva-,Nominalstamm,,lemma_pUrva_5702,y
117,vr̥trahán-,Nominalstamm,,lemma_vftrahan_8373,y
117,áryaman-,Nominalstamm,,lemma_aryaman_1075,y
117,√mr̥j-,Wurzel,,lemma_mfj_6920,y
116,mā́nuṣa-,Nominalstamm,,lemma_mAnuza_6790,y
114,sūrí-,Nominalstamm,,lemma_sUri_10116,y
113,nís,Invariabile,,lemma_nis_5049,y
113,támas-,Nominalstamm,,lemma_tamas_3678,y
113,śukrá-,Nominalstamm,,lemma_Sukra_8818,y
112,vidátha-,Nominalstamm,,lemma_vidaTa_8003,y
112,ā́t,Invariabile,,lemma_At_1487,y
112,√añj-,Wurzel,,lemma_aYj_208,y
111,ŕ̥ṣi-,Nominalstamm,,lemma_fzi_2253,y
110,dhána-,Nominalstamm,,lemma_Dana_4627,y
109,sumatí-,Nominalstamm,,lemma_sumati_9893,y
108,sma,Invariabile,,lemma_sma_10318,y
108,√rā- 1,Wurzel,,lemma_rA_7355,y
108,√śaṃs-,Wurzel,,lemma_SaMs_8557,y
107,padá-,Nominalstamm,,lemma_pada_5227,y
107,sūnú-,Nominalstamm,,lemma_sUnu_10096,y
107,vána-,Nominalstamm,,lemma_vana_7616,y
107,√pr̥-,Wurzel,,lemma_par_5261,y
106,√i- 2,Wurzel,,lemma_inv_1753,y
106,√śak-,Wurzel,,lemma_Sak_8560,y
106,nūnám,Invariabile,,lemma_nUnam_5084,y
105,stotár-,Nominalstamm,,lemma_stotf_10254,y
105,yajñíya-,Nominalstamm,,lemma_yajYiya_7023,y
105,√bhaj-,Wurzel,,lemma_Baj_6293,y
105,√vī- 1,Wurzel,,lemma_vI_8287,y
104,dhā́rā- 1,Nominalstamm,,lemma_DArA_4688,y
104,gómant-,Nominalstamm,,lemma_gomat_3069,y
104,√viś-,Wurzel,,lemma_viS_8139,y
103,arí-,Nominalstamm,,lemma_ari_993,y
103,sávana- 1,Nominalstamm,,lemma_savana_9480,y
103,√rakṣⁱ-,Wurzel,,lemma_rakz_7207,y
102,ena-,Pronomen,,lemma_ena_2308,y
101,bhū́ri-,Nominalstamm,,lemma_BUri_6412,y
101,nā́satya-,Nominalstamm,,lemma_nAsatya_4935,y
101,pavítra-,Nominalstamm,,lemma_pavitra_5369,y
100,arká-,Nominalstamm,,lemma_arka_1028,y
100,divyá-,Nominalstamm,,lemma_divya_4249,y
100,páyas-,Nominalstamm,,lemma_payas_5254,y
100,vácas-,Nominalstamm,,lemma_vacas_7571,y
99,ándhas- 2,Nominalstamm,,lemma_anDas_595,y
98,víṣṇu-,Nominalstamm,,lemma_vizRu_8260,y
97,dhā́man-,Nominalstamm,,lemma_DAman_4677,y
97,gárbha-,Nominalstamm,,lemma_garBa_2922,y
97,√ruc-,Wurzel,,lemma_ruc_7432,y
96,√īḍ- ~ √īḷ-,Wurzel,,lemma_Iq_1824,y
96,antárikṣa-,Nominalstamm,,lemma_antarikza_576,y
96,arvā́ñc-,Nominalstamm,,lemma_arvAc_1085,y
96,vā́ta-,Nominalstamm,,lemma_vAta_7890,y
96,√nu- ~ nū-,Wurzel,,lemma_nu_5076,y
95,caná,Invariabile,,lemma_cana_3222,y
95,púnar,Invariabile,,lemma_punar_5539,y
95,pītí-,Nominalstamm,,lemma_pIti_5516,y
95,ā́yus-,Nominalstamm,,lemma_Ayus_1582,y
95,√dī- 1,Wurzel,,lemma_dI_4255,y
95,√pr̥̄- 1,Wurzel,,lemma_par_5260,y
94,√sah-,Wurzel,,lemma_sah_9505,y
94,dūtá-,Nominalstamm,,lemma_dUta_4385,y
94,√krand-,Wurzel,,lemma_krand_2736,y
94,√pat- 1,Wurzel,,lemma_pat_5186,y
93,dákṣa-,Nominalstamm,,lemma_dakza_4041,y
93,indrāgní-,Nominalstamm,,lemma_indrAgni_1735,y
93,r̥bhú-,Nominalstamm,,lemma_fBu_2241,y
93,sajóṣas-,Nominalstamm,,lemma_sajozas_9156,y
92,mitrā́váruṇa-,Nominalstamm,,lemma_mitrAvaruRa_6834,y
92,pūrvyá-,Nominalstamm,,lemma_pUrvya_5721,y
92,suvī́ra-,Nominalstamm,,lemma_suvIra_9975,y
90,váyas- 2,Nominalstamm,,lemma_vayas_7677,y
90,ápi,Invariabile,,lemma_api_669,y
90,áṃhas-,Nominalstamm,,lemma_aMhas_14,y
90,óṣadhī-,Nominalstamm,,lemma_ozaDi_2360,y
89,√mā- 1,Wurzel,,lemma_mA_6755,y
89,√vas- 2,Wurzel,,lemma_vas_7783,y
87,√budh-,Wurzel,,lemma_buD_6217,y
87,√muc-,Wurzel,,lemma_muc_6870,y
86,√cakṣ-,Wurzel,,lemma_cakz_3190,y
86,√īr-,Wurzel,,lemma_Ir_1831,y
85,sácā,Invariabile,,lemma_sacA_9143,y
85,√sic-,Wurzel,,lemma_sic_9672,y
85,√vas- 1,Wurzel,,lemma_vas_7782,y
85,mádhumant-,Nominalstamm,,lemma_maDumat_6564,y
84,vajrín-,Nominalstamm,,lemma_vajrin_7585,y
84,śrī́-,Nominalstamm,,lemma_SrI_8983,y
84,dyā́vāpr̥thivī́-,Nominalstamm,,lemma_dyAvApfTivI_4511,y
83,púr-,Nominalstamm,,lemma_pur_5549,y
83,yúvan-,Nominalstamm,,lemma_yuvan_7156,y
83,íti,Invariabile,,lemma_iti_1687,y
83,āyú-,Nominalstamm,,lemma_Ayu_1579,y
83,śátru-,Nominalstamm,,lemma_Satru_8639,y
83,√pī- 1,Wurzel,,lemma_pi_5468,y
82,√yu- 2,Wurzel,,lemma_yu_7125,y
82,ketú-,Nominalstamm,,lemma_ketu_2708,y
82,árvant-,Nominalstamm,,lemma_arvat_1079,y
82,√mand-,Wurzel,,lemma_mand_6636,y
81,dáśa-,Nominalstamm,,lemma_daSan_4127,y
81,√gr̥bhⁱ-,Wurzel,,lemma_graB_3103,y
80,puruhūtá-,Nominalstamm,,lemma_puruhUta_5640,y
80,sumná-,Nominalstamm,,lemma_sumna_9918,y
80,√bādhⁱ-,Wurzel,,lemma_bAD_6193,y
80,√śri-,Wurzel,,lemma_Sri_8979,y
80,√śuc-,Wurzel,,lemma_Suc_8828,y
79,daívya-,Nominalstamm,,lemma_dEvya_4499,y
79,suvī́rya-,Nominalstamm,,lemma_suvIrya_9976,y
78,párā,Invariabile,,lemma_parA_5273,y
78,ŕ̥tāvan-,Nominalstamm,,lemma_ftAvan_2214,y
78,sadyás,Invariabile,,lemma_sadyas_9230,y
78,āśú-,Nominalstamm,,lemma_ASu_1633,y
78,√takṣ-,Wurzel,,lemma_takz_3616,y
78,√vidh-,Wurzel,,lemma_viD_8028,y
77,tmán-,Nominalstamm,,lemma_tman_3905,y
77,vīryà-,Nominalstamm,,lemma_vIrya_8333,y
77,√mr̥ḍ-,Wurzel,,lemma_mfq_6921,y
77,rātí-,Nominalstamm,,lemma_rAti_7374,y
76,samāná-,Nominalstamm,,lemma_samAna_9385,y
76,ví-,Nominalstamm,,lemma_vi_7952,y
76,yádi,Invariabile,,lemma_yadi_7048,y
76,√iṣ- 2,Wurzel,,lemma_iz_1777,y
75,cā́ru-,Nominalstamm,,lemma_cAru_3277,y
75,gha,Invariabile,,lemma_Ga_3125,y
75,hā́rdi ~ hr̥d-,Nominalstamm,1,lemma_hfd_10725,y
75,hā́rdi ~ hr̥d-,Nominalstamm,2,lemma_hArdi_10642,y
75,kā́ma-,Nominalstamm,,lemma_kAma_2520,y
75,nápat-,Nominalstamm,,lemma_naptf_4827,y
75,sárasvant-,Nominalstamm,,lemma_sarasvat_9445,y
75,√ruh-,Wurzel,,lemma_ruh_7465,y
74,ajára-,Nominalstamm,,lemma_ajara_178,y
74,paramá-,Nominalstamm,,lemma_parama_5264,y
74,ūrdhvá-,Nominalstamm,,lemma_UrDva_2118,y
74,ūrmí-,Nominalstamm,,lemma_Urmi_2126,y
74,√bhā-,Wurzel,,lemma_BA_6342,y
73,dhītí-,Nominalstamm,,lemma_DIti_4714,y
73,mánu-,Nominalstamm,,lemma_manu_6607,y
73,sudā́nu-,Nominalstamm,,lemma_sudAnu_9789,y
73,áhi-,Nominalstamm,1,lemma_ahi_1412,y
73,áhi-,Nominalstamm,2,lemma_ahI_1427,y
73,ū́rj-,Nominalstamm,,lemma_Urj_2102,y
72,raśmí-,Nominalstamm,,lemma_raSmi_7344,y
72,√ah-,Wurzel,,lemma_ah_1397,y
72,√iṣ- 1,Wurzel,,lemma_iz_1776,y
72,√pinv-,Wurzel,,lemma_pinv_5491,y
71,mánman-,Nominalstamm,,lemma_manman_6653,y
71,sā́nu- ~ snú-,Nominalstamm,1,lemma_sAnu_9632,y
71,sā́nu- ~ snú-,Nominalstamm,2,lemma_snu_10292,y
71,ágra-,Nominalstamm,,lemma_agra_101,y
71,ámartya-,Nominalstamm,,lemma_amartya_868,y
71,ásura-,Nominalstamm,,lemma_asura_1345,y
71,√jñā-,Wurzel,,lemma_jYA_3571,y
71,√mī- 1,Wurzel,,lemma_mI_6861,y
70,kṣáya-,Nominalstamm,,lemma_kzaya_2787,y
70,prajā́-,Nominalstamm,,lemma_prajA_5853,y
70,svadhā́-,Nominalstamm,,lemma_svaDA_10384,y
70,√bhid-,Wurzel,,lemma_Bid_6370,y
70,√dr̥h-,Wurzel,,lemma_dfh_4417,y
70,√gr̥-,Wurzel,,lemma_gar_2913,y
69,dyumná-,Nominalstamm,,lemma_dyumna_4522,y
69,gr̥há-,Nominalstamm,,lemma_gfha_3023,y
69,itthā́,Invariabile,,lemma_itTA_1690,y
69,rátna-,Nominalstamm,,lemma_ratna_7252,y
69,sātí-,Nominalstamm,,lemma_sAti_9613,y
69,vā́rya-,Nominalstamm,,lemma_vArya_7930,y
69,áṅgiras-,Nominalstamm,,lemma_aNgiras_137,y
69,śatákratu-,Nominalstamm,,lemma_Satakratu_8592,y
69,śáśvant-,Nominalstamm,,lemma_SaSvat_8720,y
69,śúṣma-,Nominalstamm,,lemma_Suzma_8882,y
69,√jīv-,Wurzel,,lemma_jIv_3526,y
69,√vr̥j- 1,Wurzel,,lemma_vfj_8351,y
68,rathī́-,Nominalstamm,,lemma_raTI_7281,y
68,sukrátu-,Nominalstamm,,lemma_sukratu_9714,y
68,sárva-,Nominalstamm,,lemma_sarva_9462,y
68,tánaya-,Nominalstamm,,lemma_tanaya_3639,y
68,átya-,Nominalstamm,,lemma_atya_251,y
67,duhitár-,Nominalstamm,,lemma_duhitf_4378,y
67,dásyu-,Nominalstamm,,lemma_dasyu_4157,y
67,hiraṇyáya-,Nominalstamm,,lemma_hiraRyaya_10684,y
67,marútvant-,Nominalstamm,,lemma_marutvat_6681,y
67,trís,Invariabile,,lemma_tris_3967,y
67,√rāj-,Wurzel,1,lemma_rAj_7358,y
67,√rāj-,Wurzel,2,lemma_rAj_7359,y
66,kṣám-,Nominalstamm,,lemma_kzam_2785,y
66,nadī́-,Nominalstamm,,lemma_nadI_4818,y
66,pāvaká-,Nominalstamm,,lemma_pAvaka_5454,y
66,pā́rthiva-,Nominalstamm,,lemma_pArTiva_5447,y
66,vedhás-,Nominalstamm,,lemma_veDas_8468,y
66,váhni-,Nominalstamm,,lemma_vahni_7838,y
66,√dāś-,Wurzel,,lemma_dAS_4202,y
65,bāhú-,Nominalstamm,,lemma_bAhu_6200,y
65,manyú-,Nominalstamm,,lemma_manyu_6657,y
65,manīṣā́-,Nominalstamm,,lemma_manIzA_6604,y
65,tváṣṭar-,Nominalstamm,,lemma_tvazwf_3992,y
65,viśvátas,Invariabile,,lemma_viSvatas_8165,y
65,vā́jasāti-,Nominalstamm,,lemma_vAjasAti_7875,y
65,√dhr̥ṣ-,Wurzel,,lemma_Dfz_4742,y
65,√kṣar-,Wurzel,,lemma_kzar_2789,y
65,√riṣ-,Wurzel,,lemma_riz_7416,y
65,√śā- ~ śī-,Wurzel,1,lemma_SA_8729l,y
65,√śā- ~ śī-,Wurzel,2,lemma_Si_8759,y
64,bhānú-,Nominalstamm,,lemma_BAnu_6348,y
64,parāvát-,Nominalstamm,,lemma_parAvat_5282,y
64,upástha-,Nominalstamm,,lemma_upasTa_1988,y
64,√kramⁱ-,Wurzel,,lemma_kram_2742,y
64,√ās-,Wurzel,,lemma_As_1647,y
63,gopā́-,Nominalstamm,1,lemma_gopA_3059,y
63,gopā́-,Nominalstamm,2,lemma_gopa_3054,y
63,māyā́-,Nominalstamm,,lemma_mAyA_6798,y
63,toká-,Nominalstamm,,lemma_toka_3897,y
63,úttara-,Nominalstamm,,lemma_uttara_1882,y
62,aruṣá-,Nominalstamm,,lemma_aruza_1023,y
62,purā́,Invariabile,,lemma_purA_5560,y
62,√prathⁱ-,Wurzel,,lemma_praT_5904,y
61,mandrá-,Nominalstamm,,lemma_mandra_6648,y
61,revánt-,Nominalstamm,,lemma_revat_7482,y
61,sahá,Invariabile,,lemma_saha_9508,y
61,subhága-,Nominalstamm,1,lemma_suBaga_9879,y
61,subhága-,Nominalstamm,2,lemma_suBAga_9884,y
61,vaiśvānará-,Nominalstamm,,lemma_vESvAnara_8503,y
61,vatsá-,Nominalstamm,,lemma_vatsa_7591,y
61,vr̥jána-,Nominalstamm,,lemma_vfjana_8352,y
61,átas,Invariabile,,lemma_atas_224,y
60,bhāgá-,Nominalstamm,,lemma_BAga_6344,y
60,duritá-,Nominalstamm,,lemma_durita_4303,y
60,yamá-,Nominalstamm,,lemma_yama_7054,y
60,śyená-,Nominalstamm,,lemma_Syena_8947,y
59,carṣaṇí-,Nominalstamm,,lemma_carzaRi_3263,y
59,havíṣmant-,Nominalstamm,,lemma_havizmat_10607,y
59,pratná-,Nominalstamm,,lemma_pratna_5898,y
59,rocaná-,Nominalstamm,,lemma_rocana_7491,y
59,suṣṭutí-,Nominalstamm,,lemma_suzwuti_10036,y
59,sádana-,Nominalstamm,,lemma_sAdana_9617,y
59,tirás,Invariabile,,lemma_tiras_3761,y
59,√sr̥- 1,Wurzel,,lemma_sf_10129,y
58,paśú-,Nominalstamm,,lemma_paSu_5383,y
58,tú,Invariabile,,lemma_tu_3774,y
58,yájatra-,Nominalstamm,,lemma_yajatra_6996,y
